url,count
https://twitter.com/BarkerendPLA/status/1258335554770538497,1
https://universityofsussex.eu.qualtrics.com/jfe/form/SV_ahPAXiHKmoOlgI5,1
https://wnbf.com/gates-foundation-pairs-with-nys-on-re-imagining-education-technology/,1
https://www.activistpost.com/2020/05/cuomo-announces-partnership-with-bill-gates-to-revolutionize-ny-schools-in-wake-of-coronavirus.html,1
https://www.activistpost.com/2020/05/what-will-schools-look-like-after-covid-prison-camps-theyll-look-like-prison-camps.html,1
https://www.bbc.co.uk/news/education-52377277,1
https://www.bbc.co.uk/news/live/world-52553430,1
https://www.bbc.co.uk/news/uk-northern-ireland-52539184,1
https://www.bbc.co.uk/news/uk-wales-52568233,1
https://schoolsweek.co.uk/coronavirus-government-must-say-why-it-wants-to-reopen-schools-say-heads/,1
https://schoolsimprovement.net/schools-may-remain-closed-until-september-over-coronavirus-second-wave-fears/,1
https://dy.si/MXXEa,1
https://sbee.link/dne3y7kwc4,1
https://finance.yahoo.com/news/coronavirus-chinas-central-bank-finance-093000340.html,1
https://gov.wales/free-school-meals-coronavirus-guidance-schools,1
https://gov.wales/how-schools-will-work-during-coronavirus-pandemic#section-38402,1
https://hubs.ly/H0qc2Rd0,1
https://ift.tt/3cdlPpH,1
https://liverpool.gov.uk/communities-and-safety/emergency-planning/coronavirus/childcare-hubs-and-education/childcare-hubs-for-key-workers/,1
https://mol.im/a/8278013,1
https://mol.im/a/8292219#i-21f84d30ccd41ef6,1
https://mol.im/a/8292573,1
https://mol.im/a/8294387,1
https://neu.org.uk/coronavirus#petition,1
https://news.sky.com/story/coronavirus-health-secretary-matt-hancock-answers-your-covid-19-questions-11983853,1
https://news.sky.com/story/coronavirus-schools-reopen-in-chinese-city-where-pandemic-began-11983791,1
https://nyti.ms/2WBzCj8,1
https://reach.scot/get-help/coronavirus,1
https://reach.scot/learning-support/7-tips-from-teachers-about-coronavirus-home-learning-and-coping-while-schools-are-closed/,1
https://riaabg.uk/2SI40Y7,1
https://www.walesonline.co.uk/news/wales-news/coronavirus-wales-covid19-lockdown-schools-18193511#ICID=Android_WalesOnlineNewsApp_AppShare,1
