,trigram,n
1855,schools see keyworkers,1
1856,schools shops clear,1
689,fight keep schools,1
684,far risky says,1
1859,schools starting back,1
681,families pupils coronavirus,1
1862,schools stayathome disaster,1
680,families life since,1
677,facing childcare providers,1
670,explain coronavirus schools,1
668,experiencing fragility infrastructure,1
1869,schools uninvestigated notion,1
1870,schools universities uniting,1
1871,schools unlikely reopen,1
1831,schools reopen far,1
720,foolish thing covid19,1
725,foreign secretary dominic,1
1811,schools one district,1
749,full article today,1
1797,schools june early,1
748,ft distancing testing,1
1799,schools know exactly,1
1800,schools liabilities businesses,1
745,friday pm education,1
1802,schools manage phased,1
743,free school meal,1
742,free online childrens,1
1806,schools next month,1
741,free maths activities,1
740,free fall chaos,1
1809,schools offices urged,1
1810,schools official death,1
739,free downloadable resources,1
727,former cabinet minister,1
738,free coronavirus tests,1
1814,schools parents confidence,1
1815,schools parents schoolclosuresuk,1
737,free access schoolclosuresuk,1
1817,schools part government,1
1818,schools paying thousands,1
736,francesca y7 illustrated,1
735,framework decision making,1
1821,schools prematurely causing,1
734,frame bbcradiofoyle education,1
1823,schools published today,1
733,fragility infrastructure resilience,1
732,fragile need get,1
729,four key challenges,1
1872,schools vegetable plots,1
666,experience schools framework,1
1794,schools government insists,1
1922,see article reopening,1
1929,see thousands children,1
617,end august pubs,1
618,end june could,1
619,end may secondary,1
1924,see keyworkers street,1
1923,see denmark experience,1
1921,security risks associated,1
1876,schools well supermarkets,1
620,enforce days days,1
1919,sector adequately funded,1
1918,section visuals section,1
1917,section includes helpful,1
1916,secretary ulster teachers,1
1915,secretary social workers,1
1930,see us street,1
611,eligible children attend,1
1932,seeing progress progress,1
610,elementary schools stayathome,1
609,elashton existential threat,1
602,educationgovuk published collection,1
1937,send us links,1
601,educational settings updates,1
600,education travel advice,1
594,education schools coronavirus,1
592,education practice schools,1
587,education ministers england,1
580,education fightback forum,1
572,economy moving schools,1
1952,settings updates remote,1
1953,share network parents,1
571,economy experience recession,1
1914,secretary insists soon,1
622,england give schools,1
1912,secretary dominic raab,1
649,evidence public health,1
1877,schools williamson warned,1
1878,schools without real,1
1879,schools worked fighting,1
665,experience recession like,1
663,expected rise referrals,1
661,exit strategy read,1
660,existential threat facing,1
1884,schools yet eh,1
656,excellent article elashton,1
1886,schoolsweek via schoolsweek,1
652,exactly reopened find,1
651,evolve coronavirus architecture,1
650,evidence wouldnt able,1
1891,scotgov briefing seeing,1
1893,scotland northern ireland,1
1911,secondary schools end,1
1894,scotland says scottish,1
644,events due coronavirus,1
643,evening utv live,1
640,europe coronavirus boris,1
639,essential workers essential,1
638,essential workers based,1
628,enough testing act,1
627,enough ppe enough,1
626,enough lockdown work,1
625,englands two largest,1
1907,second spike says,1
1908,second wave coronavirus,1
624,england wales scotland,1
623,england reopen phases,1
751,fully challenging member,1
1793,schools go digital,1
929,interaction coronavirus page,1
1677,risk rate transmission,1
1683,risky says rabb,1
1682,risks associated partners,1
875,homes hospitals businesses,1
876,homes multiplied uses,1
1679,risk spike transmission,1
1678,risk second spike,1
1676,risk overlooked headteacher,1
1706,safe workingclass themselves,1
1675,risk free fall,1
1674,risk deadly second,1
1673,risk creating spike,1
1671,rise lockdowns resumethe,1
1670,rise level would,1
1668,right course time,1
873,home teaching coronavirus,1
869,home learning minutes,1
1688,robin bevan writes,1
1689,role design play,1
1690,rory stewart tells,1
864,hits latest updates,1
863,hit former cabinet,1
860,highlights free school,1
855,hes done enough,1
854,heres contact us,1
1697,running summer schools,1
853,here top tip,1
852,helping schools manage,1
850,helpful advice free,1
1701,safe reopen schools,1
848,help stop coronavirus,1
844,help schools following,1
1667,richard waite penoyreprasads,1
880,homeschoolinguk free access,1
882,hospital bed worst,1
1645,restrictions ease see,1
1628,republic warning rush,1
926,insists soon say,1
923,innovation flexibility teachers,1
922,infrastructure resilience space,1
1633,resilience space evolve,1
1634,resource web page,1
920,information recycle lovemk,1
1638,resources send us,1
1639,resources tailored home,1
1640,responsibilities schools liabilities,1
914,increase number people,1
912,includes helpful advice,1
911,include staysafestayhome mathsathome,1
1644,restaurants open doors,1
1646,restrictions eased vitally,1
883,hospitals businesses schools,1
909,important topic unescochairghe,1
907,important absolutely possible,1
1650,resumethe world economy,1
900,illustrated ebook short,1
1654,return pupils asks,1
898,idea wholeheartedly support,1
897,icymi educationgovuk published,1
895,iaahglobal ncdchild ayphcharity,1
1658,return schools know,1
894,humiliation school meal,1
893,human stuff matters,1
892,huge criticism hes,1
1662,return wuhan know,1
1663,returning packed classrooms,1
1705,safe travel work,1
843,help raise money,1
753,fund urgent medical,1
794,government insists tes,1
781,gmb pgltravel explain,1
783,go digital hannaheboland,1
1762,schools businesses panic,1
1761,schools built kindness,1
1760,schools bugs like,1
793,government coronavirus exit,1
796,governments rash decisions,1
841,help childrens learning,1
1755,schools across england,1
1754,schoolclosuresuk download we,1
1753,school system post,1
800,govt opens testing,1
1749,school meal vouchers,1
1748,school meal voucher,1
1768,schools closed due,1
1771,schools continue work,1
1772,schools coronavirus covid19,1
776,give schools parents,1
775,getting economy moving,1
771,get keep number,1
1778,schools disadvantaged children,1
768,general secretary ulster,1
767,general secretary social,1
1782,schools educational settings,1
1784,schools end june,1
755,funding available schools,1
1787,schools events due,1
754,funded deal expected,1
1789,schools families pupils,1
1790,schools following huge,1
1791,schools framework decision,1
808,graph showing likely,1
813,guidance critical workers,1
815,guidance needed social,1
1725,says peter weir,1
1709,said sector adequately,1
1710,said teachers would,1
840,help child choose,1
837,hear families life,1
1714,say piece theyve,1
835,health secretary insists,1
1716,say schools return,1
833,health england give,1
831,headteachers warn string,1
1720,says education secretary,1
1721,says foreign secretary,1
830,headteachernews published range,1
829,headteacher dr robin,1
1724,says he ll,1
1726,says rabb blanket,1
819,gvt schools very,1
1727,says running summer,1
1728,says schools starting,1
1729,says scottish government,1
828,heads call kinder,1
827,he ll lay,1
1733,says would safe,1
825,hard keep closed,1
1735,scenario dreadful doc,1
1736,scenario shows schools,1
824,happened enough ppe,1
1738,school closed student,1
822,hannaheboland coronavirus education,1
821,halt spread coronavirus,1
820,half number children,1
0,able access free,1
